LECROYWR6050A,16172,Waveform
Segments,1,SegmentSize,2502
Segment,TrigTime,TimeSinceSegment1
#1,11-Jun-2009 13:00:58,0                 
Time,Ampl
5.125591e-007,-0.0883555
5.127591e-007,-0.0894603
5.129591e-007,-0.0892532
5.131591e-007,-0.0888906
5.133591e-007,-0.0889079
5.135591e-007,-0.0890978
5.137591e-007,-0.0897538
5.139591e-007,-0.0899955
5.141591e-007,-0.0889769
5.143591e-007,-0.0879929
5.145591e-007,-0.0886662
5.147591e-007,-0.0901336
5.149591e-007,-0.0902199
5.151591e-007,-0.0889424
5.153591e-007,-0.0885799
5.155591e-007,-0.0898229
5.157591e-007,-0.09003
5.159591e-007,-0.0866464
5.161591e-007,-0.0810185
5.163591e-007,-0.0774622
5.165591e-007,-0.0779973
5.167591e-007,-0.0800862
5.169591e-007,-0.0816572
5.171591e-007,-0.0835044
5.173591e-007,-0.0853861
5.175591e-007,-0.0856623
5.177591e-007,-0.0844884
5.179591e-007,-0.0825204
5.181591e-007,-0.0805178
5.183591e-007,-0.0809321
5.185591e-007,-0.0841777
5.187591e-007,-0.0861112
5.189591e-007,-0.0854034
5.191591e-007,-0.0858177
5.193591e-007,-0.0879239
5.195591e-007,-0.089046
5.197591e-007,-0.0891323
5.199591e-007,-0.0881828
5.201591e-007,-0.0847646
5.203591e-007,-0.0804833
5.205591e-007,-0.0786879
5.207591e-007,-0.0792058
5.209591e-007,-0.0799309
5.211591e-007,-0.081053
5.213591e-007,-0.0837288
5.215591e-007,-0.0868363
5.217591e-007,-0.0878721
5.219591e-007,-0.0867154
5.221591e-007,-0.0858522
5.223591e-007,-0.0872851
5.225591e-007,-0.0893049
5.227591e-007,-0.0876822
5.229591e-007,-0.082693
5.231591e-007,-0.080794
5.233591e-007,-0.0846438
5.235591e-007,-0.089115
5.237591e-007,-0.0903408
5.239591e-007,-0.0888734
5.241591e-007,-0.0860939
5.243591e-007,-0.0837634
5.245591e-007,-0.0839878
5.247591e-007,-0.0864392
5.249591e-007,-0.0884072
5.251591e-007,-0.088062
5.253591e-007,-0.0863874
5.255591e-007,-0.0855415
5.257591e-007,-0.0860594
5.259591e-007,-0.0869744
5.261591e-007,-0.0869398
5.263591e-007,-0.0844884
5.265591e-007,-0.080725
5.267591e-007,-0.0795683
5.269591e-007,-0.0817608
5.271591e-007,-0.0834008
5.273591e-007,-0.0833836
5.275591e-007,-0.0836425
5.277591e-007,-0.0834526
5.279591e-007,-0.0819852
5.281591e-007,-0.0812429
5.283591e-007,-0.08145
5.285591e-007,-0.0810357
5.287591e-007,-0.0808976
5.289591e-007,-0.0821233
5.291591e-007,-0.0830901
5.293591e-007,-0.0825549
5.295591e-007,-0.0820888
5.297591e-007,-0.0828311
5.299591e-007,-0.0828657
5.301591e-007,-0.0816572
5.303591e-007,-0.0825377
5.305591e-007,-0.0859558
5.307591e-007,-0.0873024
5.309591e-007,-0.0853343
5.311591e-007,-0.0837116
5.313591e-007,-0.0836425
5.315591e-007,-0.0838152
5.317591e-007,-0.083936
5.319591e-007,-0.0832282
5.321591e-007,-0.0811911
5.323591e-007,-0.0794647
5.325591e-007,-0.0781872
5.327591e-007,-0.0760984
5.329591e-007,-0.074372
5.331591e-007,-0.0744929
5.333591e-007,-0.0752697
5.335591e-007,-0.0753906
5.337591e-007,-0.0756495
5.339591e-007,-0.0764436
5.341591e-007,-0.0761847
5.343591e-007,-0.0747691
5.345591e-007,-0.075287
5.347591e-007,-0.0785325
5.349591e-007,-0.0811738
5.351591e-007,-0.0809321
5.353591e-007,-0.0790849
5.355591e-007,-0.0780319
